datetime,open,high,low,close,tick_volume,spread_points,real_volume
2023.01.03 00:00:00,130.711,131.403,129.508,130.982,187098,0,33542432000
2023.01.04 00:00:00,130.984,132.718,129.926,132.593,190895,0,33022204000
2023.01.05 00:00:00,132.593,134.055,131.681,133.329,188153,0,38298646000
2023.01.06 00:00:00,133.349,134.774,131.995,132.095,179966,0,45655884000
2023.01.09 00:00:00,131.917,132.657,131.304,131.849,159350,0,40500400000
2023.01.10 00:00:00,131.752,132.477,131.385,132.215,176359,0,45248312000
2023.01.11 00:00:00,132.216,132.873,132.065,132.427,135005,0,23930644000
2023.01.12 00:00:00,132.426,132.481,128.862,129.241,191450,0,28416842000
2023.01.13 00:00:00,129.203,129.424,127.459,127.847,167153,0,23371649000
2023.01.16 00:00:00,127.791,128.865,127.222,128.539,117126,0,14995729000
2023.01.17 00:00:00,128.538,129.157,127.992,128.093,142505,0,20682645000
2023.01.18 00:00:00,128.125,131.577,127.566,128.851,203233,0,26537340000
2023.01.19 00:00:00,128.853,128.888,127.761,128.387,130506,0,16474216000
2023.01.20 00:00:00,128.368,130.613,128.350,129.556,122055,0,17127236000
2023.01.23 00:00:00,129.504,130.890,129.044,130.655,110240,0,16648944000
2023.01.24 00:00:00,130.620,131.118,129.727,130.130,100656,0,14431888000
2023.01.25 00:00:00,130.113,130.584,129.267,129.555,111427,0,16746356000
2023.01.26 00:00:00,129.517,130.619,129.023,130.177,111881,0,15498336000
2023.01.27 00:00:00,130.148,130.269,129.498,129.821,108442,0,16980081000
2023.01.30 00:00:00,129.634,130.570,129.207,130.398,110857,0,15161440000
2023.01.31 00:00:00,130.398,130.531,129.745,130.065,109910,0,15933394000
2023.02.01 00:00:00,130.025,130.411,128.542,128.878,131748,0,20415608000
2023.02.02 00:00:00,128.897,129.131,128.080,128.618,146537,0,23173956000
2023.02.03 00:00:00,128.589,131.203,128.329,131.180,132664,0,22665304000
2023.02.06 00:00:00,132.374,132.904,131.509,132.567,139772,0,22885012000
2023.02.07 00:00:00,132.606,132.709,130.474,130.981,160078,0,26162054000
2023.02.08 00:00:00,131.023,131.539,130.596,131.342,130185,0,20662062000
2023.02.09 00:00:00,131.325,131.827,130.340,131.538,132663,0,21033511000
2023.02.10 00:00:00,131.541,131.889,129.807,131.423,158404,0,24431183000
2023.02.13 00:00:00,131.226,132.911,131.226,132.374,119317,0,21869526000
2023.02.14 00:00:00,132.343,133.317,131.505,133.040,168743,0,30043626000
2023.02.15 00:00:00,133.021,134.359,132.547,134.120,129663,0,20909258000
2023.02.16 00:00:00,134.066,134.463,133.604,133.869,128162,0,18130478000
2023.02.17 00:00:00,133.867,135.110,133.866,134.145,109949,0,15431392000
2023.02.20 00:00:00,134.206,134.537,133.923,134.186,78472,0,10177538000
2023.02.21 00:00:00,134.185,135.227,134.152,134.958,110581,0,14987058000
2023.02.22 00:00:00,134.956,135.060,134.366,134.879,120307,0,17169074000
2023.02.23 00:00:00,134.879,135.369,134.487,134.636,98416,0,14088792000
2023.02.24 00:00:00,134.630,136.520,134.060,136.487,132634,0,17963010000
2023.02.27 00:00:00,136.380,136.557,135.915,136.189,98231,0,13388416000
2023.02.28 00:00:00,136.187,136.919,135.738,136.142,92828,0,11766373000
2023.03.01 00:00:00,136.091,136.472,135.258,136.085,100470,0,12149541000
2023.03.02 00:00:00,136.147,137.099,136.019,136.691,106405,0,13481760000
2023.03.03 00:00:00,136.690,136.770,135.747,135.815,95363,0,12175012000
2023.03.06 00:00:00,135.958,136.192,135.367,135.885,96057,0,11857346000
2023.03.07 00:00:00,135.888,137.196,135.542,137.120,99775,0,12604918000
2023.03.08 00:00:00,137.120,137.912,136.480,137.322,98138,0,13582808000
2023.03.09 00:00:00,137.315,137.342,135.943,136.113,86753,0,11471638000
2023.03.10 00:00:00,136.069,136.995,134.114,135.034,154202,0,19439783000
2023.03.13 00:00:00,134.305,135.048,132.286,133.122,211796,0,25533754000
2023.03.14 00:00:00,133.109,134.901,133.024,134.159,156129,0,19292257000
2023.03.15 00:00:00,134.146,135.114,132.217,133.340,199051,0,24503164000
2023.03.16 00:00:00,133.339,133.826,131.718,133.696,184590,0,22046628000
2023.03.17 00:00:00,133.719,133.722,131.555,131.803,133536,0,15767905000
2023.03.20 00:00:00,131.724,132.651,130.540,131.292,162619,0,20023864000
2023.03.21 00:00:00,131.278,132.628,131.033,132.427,94362,0,11240160000
2023.03.22 00:00:00,132.376,133.002,130.999,131.331,114654,0,15977564000
2023.03.23 00:00:00,131.407,131.663,130.324,130.820,129531,0,16887665000
2023.03.24 00:00:00,130.751,130.943,129.641,130.713,123468,0,15070148000
2023.03.27 00:00:00,130.586,131.761,130.492,131.475,85142,0,10480592000
2023.03.28 00:00:00,131.468,131.553,130.407,130.782,85959,0,10842832000
2023.03.29 00:00:00,130.829,132.886,130.752,132.815,84930,0,10894586000
2023.03.30 00:00:00,132.756,132.968,132.202,132.580,81321,0,10399240000
2023.03.31 00:00:00,132.660,133.594,132.581,132.788,91905,0,12160844000
2023.04.03 00:00:00,133.314,133.757,132.203,132.353,88999,0,12067824000
2023.04.04 00:00:00,132.398,133.169,131.522,131.680,80471,0,10591256000
2023.04.05 00:00:00,131.620,131.845,130.628,131.240,85839,0,11284657000
2023.04.06 00:00:00,131.239,131.905,130.779,131.699,66615,0,8890716000
2023.04.07 00:00:00,131.742,132.378,131.510,132.126,56870,0,6393026000
2023.04.10 00:00:00,132.092,133.871,131.823,133.574,65017,0,7897138000
2023.04.11 00:00:00,133.569,133.806,132.974,133.679,65679,0,8687434000
2023.04.12 00:00:00,133.629,134.047,132.736,133.132,84531,0,11203910000
2023.04.13 00:00:00,133.080,133.392,132.021,132.541,74681,0,9998008000
2023.04.14 00:00:00,132.540,133.838,132.170,133.744,79949,0,10775598000
2023.04.17 00:00:00,133.731,134.573,133.712,134.454,62604,0,7984644000
2023.04.18 00:00:00,134.409,134.708,133.863,134.028,70199,0,10095424000
2023.04.19 00:00:00,134.025,135.134,133.954,134.663,68799,0,9264924000
2023.04.20 00:00:00,134.626,134.974,134.013,134.178,71208,0,9912716000
2023.04.21 00:00:00,134.178,134.493,133.551,134.110,71247,0,10213609000
2023.04.24 00:00:00,134.007,134.733,133.894,134.205,53979,0,7016167000
2023.04.25 00:00:00,134.203,134.475,133.368,133.660,72719,0,9919465000
2023.04.26 00:00:00,133.697,133.938,133.017,133.626,83191,0,10946918000
2023.04.27 00:00:00,133.631,134.196,133.198,133.953,72486,0,9647078000
2023.04.28 00:00:00,133.914,136.561,133.330,136.304,122348,0,16238036000
2023.05.01 00:00:00,136.191,137.540,136.108,137.443,67417,0,9063416000
2023.05.02 00:00:00,137.440,137.774,136.316,136.459,92414,0,12652734000
2023.05.03 00:00:00,136.451,136.595,134.668,134.722,97034,0,12875513000
2023.05.04 00:00:00,134.669,134.878,133.497,134.248,124505,0,17301541000
2023.05.05 00:00:00,134.248,135.125,133.884,134.822,74066,0,9428646000
2023.05.08 00:00:00,134.824,135.298,134.642,135.059,64743,0,9022546000
2023.05.09 00:00:00,135.009,135.358,134.724,135.201,74487,0,10647414000
2023.05.10 00:00:00,135.173,135.470,134.114,134.310,87714,0,12698226000
2023.05.11 00:00:00,134.259,134.845,133.745,134.525,92276,0,12275874000
2023.05.12 00:00:00,134.474,135.754,134.403,135.746,71059,0,10068084000
2023.05.15 00:00:00,135.603,136.327,135.603,136.088,66914,0,9145576000
2023.05.16 00:00:00,136.084,136.685,135.667,136.334,75355,0,11434984000
2023.05.17 00:00:00,136.329,137.709,136.305,137.654,70962,0,10158694000
2023.05.18 00:00:00,137.654,138.748,137.288,138.690,78090,0,11170016000
2023.05.19 00:00:00,138.690,138.704,137.425,137.932,84703,0,12156580000
2023.05.22 00:00:00,137.963,138.686,137.493,138.584,72832,0,10732530000
2023.05.23 00:00:00,138.564,138.911,138.242,138.564,88890,0,13670925000
2023.05.24 00:00:00,138.549,139.473,138.230,139.452,87011,0,14112268000
2023.05.25 00:00:00,139.319,140.229,138.813,140.044,94693,0,14514307000
2023.05.26 00:00:00,140.023,140.726,139.495,140.586,76836,0,11154835000
2023.05.29 00:00:00,140.555,140.921,140.115,140.435,58676,0,0
2023.05.30 00:00:00,140.342,140.932,139.573,139.790,107693,0,0
2023.05.31 00:00:00,139.753,140.378,139.234,139.336,98101,0,0
2023.06.01 00:00:00,139.321,139.950,138.434,138.793,80768,0,0
2023.06.02 00:00:00,138.755,140.069,138.607,139.928,73863,0,0
2023.06.05 00:00:00,139.954,140.453,139.250,139.577,72630,0,0
2023.06.06 00:00:00,139.534,139.994,139.095,139.630,71097,0,0
2023.06.07 00:00:00,139.631,140.249,139.028,140.155,73655,0,0
2023.06.08 00:00:00,140.080,140.226,138.810,138.925,77162,0,0
2023.06.09 00:00:00,138.878,139.725,138.761,139.353,74665,0,0
2023.06.12 00:00:00,139.350,139.770,139.064,139.599,67302,0,0
2023.06.13 00:00:00,139.583,140.307,139.012,140.212,80153,0,0
2023.06.14 00:00:00,140.173,140.275,139.284,140.093,80728,0,0
2023.06.15 00:00:00,140.037,141.502,139.942,140.258,95186,0,0
2023.06.16 00:00:00,140.290,141.913,139.853,141.807,91078,0,0
2023.06.19 00:00:00,141.690,142.002,141.441,141.970,53928,0,0
2023.06.20 00:00:00,141.939,142.255,141.214,141.433,80652,0,0
2023.06.21 00:00:00,141.416,142.368,141.282,141.869,83559,0,0
2023.06.22 00:00:00,141.775,143.230,141.610,143.112,78119,0,0
2023.06.23 00:00:00,143.020,143.874,142.650,143.718,128618,0,0
2023.06.26 00:00:00,143.488,143.719,142.935,143.490,116707,0,0
2023.06.27 00:00:00,143.461,144.174,143.285,144.060,110499,0,0
2023.06.28 00:00:00,144.056,144.617,143.731,144.484,119590,0,0
2023.06.29 00:00:00,144.438,144.900,144.135,144.774,123984,0,0
2023.06.30 00:00:00,144.718,145.074,144.206,144.274,121756,0,0
2023.07.03 00:00:00,144.355,144.913,143.985,144.657,97852,0,0
2023.07.04 00:00:00,144.668,144.701,144.207,144.446,58162,0,0
2023.07.05 00:00:00,144.394,144.735,144.080,144.643,92081,0,0
2023.07.06 00:00:00,144.580,144.654,143.555,144.050,127642,0,0
2023.07.07 00:00:00,144.016,144.201,142.072,142.092,122063,0,0
2023.07.10 00:00:00,142.144,143.006,141.277,141.295,108471,0,0
2023.07.11 00:00:00,141.339,141.462,140.159,140.357,90999,0,0
2023.07.12 00:00:00,140.357,140.367,138.157,138.497,109705,0,0
2023.07.13 00:00:00,138.414,138.955,137.922,138.038,108327,0,0
2023.07.14 00:00:00,138.038,139.156,137.240,138.744,108465,0,0
2023.07.17 00:00:00,138.698,139.410,137.999,138.711,83683,0,0
2023.07.18 00:00:00,138.708,139.138,137.676,138.828,111029,0,0
2023.07.19 00:00:00,138.786,139.993,138.763,139.659,102790,0,0
2023.07.20 00:00:00,139.558,140.498,139.111,140.072,99517,0,0
2023.07.21 00:00:00,140.074,141.954,139.748,141.817,101566,0,0
2023.07.24 00:00:00,141.556,141.814,140.742,141.480,95007,0,0
2023.07.25 00:00:00,141.426,141.736,140.853,140.893,79941,0,0
2023.07.26 00:00:00,140.870,141.186,139.927,140.233,102647,0,0
2023.07.27 00:00:00,140.150,141.322,138.769,139.458,140057,0,0
2023.07.28 00:00:00,139.413,141.178,138.062,141.159,174458,0,0
2023.07.31 00:00:00,140.901,142.691,140.692,142.265,122042,0,0
2023.08.01 00:00:00,142.242,143.546,142.207,143.333,102109,0,0
2023.08.02 00:00:00,143.320,143.477,142.234,143.323,120947,0,0
2023.08.03 00:00:00,143.321,143.889,142.065,142.523,132836,0,0
2023.08.04 00:00:00,142.515,142.883,141.552,141.733,108429,0,0
2023.08.07 00:00:00,141.650,142.582,141.511,142.475,77604,0,0
2023.08.08 00:00:00,142.468,143.493,142.400,143.375,100245,0,0
2023.08.09 00:00:00,143.365,143.748,143.000,143.716,80900,0,0
2023.08.10 00:00:00,143.671,144.817,143.272,144.742,86381,0,0
2023.08.11 00:00:00,144.688,145.004,144.379,144.952,68480,0,0
2023.08.14 00:00:00,144.938,145.578,144.653,145.556,73149,0,0
2023.08.15 00:00:00,145.541,145.866,145.107,145.566,84455,0,0
2023.08.16 00:00:00,145.536,146.406,145.306,146.346,81354,0,0
2023.08.17 00:00:00,146.272,146.559,145.618,145.818,70802,0,0
2023.08.18 00:00:00,145.826,145.868,144.928,145.385,77705,0,0
2023.08.21 00:00:00,145.292,146.403,145.146,146.217,72116,0,0
2023.08.22 00:00:00,146.172,146.399,145.496,145.881,70713,0,0
2023.08.23 00:00:00,145.819,145.878,144.541,144.845,84036,0,0
2023.08.24 00:00:00,144.792,145.959,144.601,145.823,81048,0,0
2023.08.25 00:00:00,145.830,146.633,145.726,146.402,84062,0,0
2023.08.28 00:00:00,146.401,146.747,146.274,146.534,60198,0,0
2023.08.29 00:00:00,146.509,147.377,145.669,145.855,78626,0,0
2023.08.30 00:00:00,145.880,146.537,145.557,146.238,84126,0,0
2023.08.31 00:00:00,146.162,146.227,145.348,145.535,78236,0,0
2023.09.01 00:00:00,145.475,146.295,144.443,146.188,80590,0,0
2023.09.04 00:00:00,146.118,146.497,146.024,146.458,41707,0,0
2023.09.05 00:00:00,146.358,147.803,146.358,147.719,71912,0,0
2023.09.06 00:00:00,147.639,147.820,147.018,147.609,75189,0,0
2023.09.07 00:00:00,147.609,147.873,147.043,147.291,67110,0,0
2023.09.08 00:00:00,147.231,147.872,146.588,147.797,76066,0,0
2023.09.11 00:00:00,146.971,147.272,145.901,146.583,105443,0,0
2023.09.12 00:00:00,146.531,147.234,146.435,147.069,81398,0,0
2023.09.13 00:00:00,147.052,147.758,147.015,147.450,91442,0,0
2023.09.14 00:00:00,147.352,147.564,147.018,147.466,81432,0,0
2023.09.15 00:00:00,147.466,147.952,147.338,147.837,78191,0,0
2023.09.18 00:00:00,147.704,147.879,147.559,147.604,48082,0,0
2023.09.19 00:00:00,147.619,147.924,147.508,147.843,62489,0,0
2023.09.20 00:00:00,147.808,148.362,147.476,148.338,80048,0,0
2023.09.21 00:00:00,148.193,148.464,147.323,147.571,81626,0,0
2023.09.22 00:00:00,147.519,148.416,147.509,148.374,82735,0,0
2023.09.25 00:00:00,148.255,148.963,148.217,148.871,65726,0,0
2023.09.26 00:00:00,148.850,149.187,148.704,149.059,77345,0,0
2023.09.27 00:00:00,149.055,149.709,148.864,149.635,81806,0,0
2023.09.28 00:00:00,149.484,149.571,149.147,149.300,89005,0,0
2023.09.29 00:00:00,149.225,149.509,148.530,149.324,91578,0,0
2023.10.02 00:00:00,149.596,149.879,149.391,149.852,79485,0,0
2023.10.03 00:00:00,149.839,150.159,147.240,149.018,91106,0,0
2023.10.04 00:00:00,148.957,149.318,148.735,149.121,104859,0,0
2023.10.05 00:00:00,149.121,149.121,148.261,148.504,107507,0,0
2023.10.06 00:00:00,148.378,149.537,148.360,149.246,100655,0,0
2023.10.09 00:00:00,149.053,149.243,148.434,148.504,77969,0,0
2023.10.10 00:00:00,148.466,149.098,148.163,148.710,103273,0,0
2023.10.11 00:00:00,148.664,149.326,148.424,149.162,99202,0,0
2023.10.12 00:00:00,149.110,149.829,148.956,149.803,94223,0,0
2023.10.13 00:00:00,149.770,149.828,149.455,149.540,88994,0,0
2023.10.16 00:00:00,149.343,149.763,149.313,149.508,71596,0,0
2023.10.17 00:00:00,149.518,149.851,148.742,149.793,79955,0,0
2023.10.18 00:00:00,149.779,149.938,149.484,149.918,75951,0,0
2023.10.19 00:00:00,149.868,149.965,149.666,149.786,90376,0,0
2023.10.20 00:00:00,149.764,149.994,149.629,149.833,73116,0,0
2023.10.23 00:00:00,149.852,149.992,149.556,149.698,63014,0,0
2023.10.24 00:00:00,149.645,149.929,149.322,149.898,75979,0,0
2023.10.25 00:00:00,149.855,150.318,149.795,150.210,61715,0,0
2023.10.26 00:00:00,150.168,150.777,149.821,150.350,90433,0,0
2023.10.27 00:00:00,150.372,150.414,149.461,149.668,77959,0,0
2023.10.30 00:00:00,149.528,149.856,148.805,149.058,70313,0,0
2023.10.31 00:00:00,149.043,151.716,149.017,151.669,103312,0,0
2023.11.01 00:00:00,151.586,151.673,150.662,150.948,95803,0,0
2023.11.02 00:00:00,150.948,150.948,149.847,150.456,92708,0,0
2023.11.03 00:00:00,150.422,150.521,149.194,149.340,84749,0,0
2023.11.06 00:00:00,149.320,150.081,149.286,150.069,76620,0,0
2023.11.07 00:00:00,150.026,150.694,149.925,150.329,77181,0,0
2023.11.08 00:00:00,150.306,151.059,150.297,150.969,78533,0,0
2023.11.09 00:00:00,150.859,151.387,150.770,151.342,88876,0,0
2023.11.10 00:00:00,151.277,151.605,151.222,151.489,71910,0,0
2023.11.13 00:00:00,151.428,151.908,151.203,151.718,66033,0,0
2023.11.14 00:00:00,151.703,151.791,150.155,150.367,82851,0,0
2023.11.15 00:00:00,150.276,151.421,150.042,151.379,92792,0,0
2023.11.16 00:00:00,151.305,151.431,150.286,150.722,83883,0,0
2023.11.17 00:00:00,150.591,150.777,149.198,149.589,98077,0,0
2023.11.20 00:00:00,149.638,149.988,148.101,148.380,113258,0,0
2023.11.21 00:00:00,148.330,148.598,147.150,148.388,116480,0,0
2023.11.22 00:00:00,148.320,149.750,148.019,149.535,109897,0,0
2023.11.23 00:00:00,149.535,149.689,148.889,149.540,65876,0,0
2023.11.24 00:00:00,149.491,149.711,149.198,149.410,72507,0,0
2023.11.27 00:00:00,149.394,149.675,148.543,148.685,106500,0,0
2023.11.28 00:00:00,148.623,148.830,147.322,147.459,123403,0,0
2023.11.29 00:00:00,147.459,147.907,146.670,147.232,140836,0,0
2023.11.30 00:00:00,147.150,148.515,146.842,148.176,133573,0,0
2023.12.01 00:00:00,148.146,148.347,146.661,146.784,132400,0,0
2023.12.04 00:00:00,146.661,147.452,146.225,147.206,138533,0,0
2023.12.05 00:00:00,147.128,147.392,146.558,147.144,129032,0,0
2023.12.06 00:00:00,147.144,147.501,146.896,147.303,110297,0,0
2023.12.07 00:00:00,147.178,147.298,141.607,144.133,175064,0,0
2023.12.08 00:00:00,144.070,145.222,142.498,144.919,181020,0,0
2023.12.11 00:00:00,144.882,146.589,144.810,146.145,137941,0,0
2023.12.12 00:00:00,146.078,146.179,144.731,145.441,127144,0,0
2023.12.13 00:00:00,145.451,145.996,142.638,142.872,150070,0,0
2023.12.14 00:00:00,142.781,142.907,140.949,141.890,207727,0,0
2023.12.15 00:00:00,141.841,142.467,141.428,142.125,161879,0,0
2023.12.18 00:00:00,142.041,143.159,142.010,142.794,115766,0,0
2023.12.19 00:00:00,142.708,144.956,142.246,143.830,140371,0,0
2023.12.20 00:00:00,143.770,144.099,143.261,143.543,126503,0,0
2023.12.21 00:00:00,143.458,143.570,142.044,142.116,134168,0,0
2023.12.22 00:00:00,142.064,142.663,141.863,142.413,116630,0,0
2023.12.26 00:00:00,142.275,142.636,142.089,142.388,55917,0,0
2023.12.27 00:00:00,142.324,142.848,141.550,141.831,92553,0,0
2023.12.28 00:00:00,141.721,141.730,140.251,141.408,108929,0,0
2023.12.29 00:00:00,141.388,141.917,140.795,140.981,105278,0,0
2024.01.02 00:00:00,140.841,142.215,140.841,141.985,116119,0,0
2024.01.03 00:00:00,141.848,143.733,141.771,143.285,134923,0,0
2024.01.04 00:00:00,143.158,144.851,142.853,144.631,131600,0,0
2024.01.05 00:00:00,144.531,145.981,143.873,144.584,136096,0,0
2024.01.08 00:00:00,144.541,144.922,143.661,144.224,120585,0,0
2024.01.09 00:00:00,144.156,144.626,143.423,144.467,128168,0,0
2024.01.10 00:00:00,144.408,145.834,144.316,145.755,111890,0,0
2024.01.11 00:00:00,145.641,146.416,144.996,145.274,142979,0,0
2024.01.12 00:00:00,145.209,145.567,144.377,144.909,125086,0,0
2024.01.15 00:00:00,144.908,145.941,144.837,145.700,83946,0,0
2024.01.16 00:00:00,145.668,147.314,145.586,147.183,143132,0,0
2024.01.17 00:00:00,147.170,148.524,147.046,148.143,140128,0,0
2024.01.18 00:00:00,148.083,148.302,147.656,148.156,130063,0,0
2024.01.19 00:00:00,148.055,148.805,147.840,148.139,121078,0,0
2024.01.22 00:00:00,148.228,148.305,147.618,148.084,156338,0,0
2024.01.23 00:00:00,147.919,148.697,146.978,148.359,183078,0,0
2024.01.24 00:00:00,148.306,148.387,146.652,147.505,182378,0,0
2024.01.25 00:00:00,147.372,147.951,147.083,147.641,187966,0,0
2024.01.26 00:00:00,147.577,148.209,147.385,148.141,162613,0,0
2024.01.29 00:00:00,148.083,148.336,147.254,147.481,142520,0,0
2024.01.30 00:00:00,147.377,147.930,147.096,147.597,156656,0,0
2024.01.31 00:00:00,147.540,147.899,146.010,146.949,257193,0,0
2024.02.01 00:00:00,146.845,147.117,145.897,146.391,242415,0,0
2024.02.02 00:00:00,146.318,148.586,146.241,148.339,184887,0,0
2024.02.05 00:00:00,148.360,148.894,148.266,148.668,168047,0,0
2024.02.06 00:00:00,148.620,148.788,147.820,147.927,166736,0,0
2024.02.07 00:00:00,147.907,148.259,147.622,148.166,167943,0,0
2024.02.08 00:00:00,148.088,149.479,147.930,149.304,169048,0,0
2024.02.09 00:00:00,149.288,149.576,149.005,149.251,158986,0,0
2024.02.12 00:00:00,149.283,149.479,148.928,149.338,123094,0,0
2024.02.13 00:00:00,149.308,150.885,149.176,150.758,158932,0,0
2024.02.14 00:00:00,150.768,150.780,150.344,150.590,153588,0,0
2024.02.15 00:00:00,150.515,150.567,149.519,149.920,161371,0,0
2024.02.16 00:00:00,149.880,150.646,149.826,150.193,149325,0,0
2024.02.19 00:00:00,150.080,150.216,149.874,150.097,93396,0,0
2024.02.20 00:00:00,150.077,150.442,149.685,149.997,151470,0,0
2024.02.21 00:00:00,149.893,150.392,149.852,150.287,145518,0,0
2024.02.22 00:00:00,150.280,150.689,150.017,150.523,178034,0,0
2024.02.23 00:00:00,150.513,150.770,150.291,150.487,135009,0,0
2024.02.26 00:00:00,150.455,150.840,150.293,150.698,141512,0,0
2024.02.27 00:00:00,150.640,150.705,150.072,150.496,135813,0,0
2024.02.28 00:00:00,150.450,150.846,150.373,150.674,146148,0,0
2024.02.29 00:00:00,150.656,150.662,149.208,149.967,195593,0,0
2024.03.01 00:00:00,149.925,150.722,149.915,150.101,182854,0,0
2024.03.04 00:00:00,149.962,150.569,149.839,150.520,112052,0,0
2024.03.05 00:00:00,150.485,150.546,149.705,150.039,145400,0,0
2024.03.06 00:00:00,150.008,150.087,149.092,149.392,153830,0,0
2024.03.07 00:00:00,149.310,149.365,147.581,148.045,201869,0,0
2024.03.08 00:00:00,147.998,148.119,146.479,147.054,194171,0,0
2024.03.11 00:00:00,147.026,147.148,146.484,146.943,131240,0,0
2024.03.12 00:00:00,146.843,148.164,146.621,147.652,156328,0,0
2024.03.13 00:00:00,147.640,148.048,147.233,147.742,137038,0,0
2024.03.14 00:00:00,147.726,148.358,147.431,148.290,154351,0,0
2024.03.15 00:00:00,148.301,149.166,148.033,149.024,127914,0,0
2024.03.18 00:00:00,148.954,149.334,148.910,149.148,116181,0,0
2024.03.19 00:00:00,149.090,150.964,148.990,150.856,142130,0,0
2024.03.20 00:00:00,150.809,151.819,150.718,151.252,151231,0,0
2024.03.21 00:00:00,151.260,151.756,150.264,151.617,171686,0,0
2024.03.22 00:00:00,151.609,151.863,151.003,151.424,146536,0,0
2024.03.25 00:00:00,151.310,151.545,151.053,151.410,102904,0,0
2024.03.26 00:00:00,151.403,151.602,151.205,151.550,102246,0,0
2024.03.27 00:00:00,151.511,151.971,151.026,151.320,120584,0,0
2024.03.28 00:00:00,151.282,151.545,151.149,151.367,109220,0,0
2024.03.29 00:00:00,151.356,151.502,151.172,151.305,73079,0,0
2024.04.01 00:00:00,151.261,151.774,151.224,151.640,88026,0,0
2024.04.02 00:00:00,151.628,151.802,151.461,151.551,110614,0,0
2024.04.03 00:00:00,151.529,151.954,151.442,151.683,91249,0,0
2024.04.04 00:00:00,151.629,151.768,151.120,151.333,98373,0,0
2024.04.05 00:00:00,151.296,151.751,150.809,151.615,117273,0,0
2024.04.08 00:00:00,151.575,151.942,151.543,151.832,89729,0,0
2024.04.09 00:00:00,151.768,151.937,151.568,151.779,90458,0,0
