bar_index,bar_time_epoch_ms,bar_time_utc,bar_time_london,within_export_window,symbol,timeframe,session,session_phase,open,high,low,close,volume,direction,range,body_size,body_ratio,upper_wick,lower_wick,upper_wick_ratio,lower_wick_ratio,close_location,atr,body_atr,range_atr,net_progress_3,net_progress_6,net_progress_12,net_progress_atr_3,net_progress_atr_6,net_progress_atr_12,directional_efficiency_3,directional_efficiency_6,directional_efficiency_12,overlap_with_previous,overlap_ratio_previous,consecutive_higher_closes,consecutive_lower_closes,nearest_level,nearest_level_source,nearest_level_distance,nearest_level_distance_atr,previous_day_high,previous_day_low,previous_session_high,previous_session_low,consolidation_high,consolidation_low,m15_time,m15_direction,m15_trend,m15_efficiency,m15_atr,m15_swing_high,m15_swing_low,m30_time,m30_direction,m30_trend,m30_efficiency,m30_atr,m30_swing_high,m30_swing_low,h1_time,h1_direction,h1_trend,h1_efficiency,h1_atr,h1_swing_high,h1_swing_low
21140,1785393900000,2026-07-30T06:45:00Z,2026-07-30T07:45:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.583,163.597,163.562,163.586,638,BULLISH,0.035,0.003,0.0857142857,0.011,0.021,0.3142857143,0.6,0.6857142857,0.0319,0.0940438871,1.0971786834,0.001,-0.033,0.084,0.0313479624,-1.0344827586,2.6332288401,0.0344827586,0.4285714286,0.4329896907,0.02,1,2,0,163.631,CONSOLIDATION_LOW,0.045,1.4115,163.91,163.229,163.91,163.229,163.697,163.631,1785393000000,BULLISH,1,0.2853,0.0602,163.559,163.456,1785391200000,BULLISH,1,0.0627,0.0972,163.559,163.456,1785387600000,NEUTRAL,0,0.0405,0.1396,163.91,163.209
21141,1785394200000,2026-07-30T06:50:00Z,2026-07-30T07:50:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.585,163.613,163.555,163.608,750,BULLISH,0.058,0.023,0.3965517241,0.005,0.03,0.0862068966,0.5172413793,0.9137931034,0.0337,0.6824925816,1.7210682493,0.037,0.014,0.1,1.0979228487,0.4154302671,2.9673590504,1,0.1891891892,0.4761904762,0.035,1,3,0,163.631,CONSOLIDATION_LOW,0.023,0.6815,163.91,163.229,163.91,163.229,163.697,163.631,1785393000000,BULLISH,1,0.2853,0.0602,163.559,163.456,1785391200000,BULLISH,1,0.0627,0.0972,163.559,163.456,1785387600000,NEUTRAL,0,0.0405,0.1396,163.91,163.209
21142,1785394500000,2026-07-30T06:55:00Z,2026-07-30T07:55:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.609,163.645,163.606,163.64,970,BULLISH,0.039,0.031,0.7948717949,0.005,0.003,0.1282051282,0.0769230769,0.8717948718,0.0341,0.9090909091,1.1436950147,0.058,0.039,0.101,1.7008797654,1.1436950147,2.9618768328,1,0.3939393939,0.4786729858,0.007,0.1794871795,4,0,163.639,CONFIRMED_SWING_HIGH,0.001,0.0293,163.91,163.229,163.91,163.229,163.697,163.631,1785393000000,BULLISH,1,0.2853,0.0602,163.559,163.456,1785391200000,BULLISH,1,0.0627,0.0972,163.559,163.456,1785387600000,NEUTRAL,0,0.0405,0.1396,163.91,163.209
21143,1785394800000,2026-07-30T07:00:00Z,2026-07-30T08:00:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.639,163.653,163.556,163.573,1289,BEARISH,0.097,0.066,0.6804123711,0.014,0.017,0.1443298969,0.175257732,0.175257732,0.0386,1.7098445596,2.5129533679,-0.013,-0.012,0.013,-0.3367875648,-0.310880829,0.3367875648,0.1074380165,0.08,0.0505836576,0.039,1,0,1,163.554,CONFIRMED_SWING_LOW,0.019,0.492,163.91,163.229,163.91,163.229,163.697,163.631,1785393900000,BULLISH,1,0.3399,0.0623,163.559,163.456,1785393000000,BULLISH,1,0.4102,0.0968,163.559,163.456,1785391200000,NEUTRAL,0,0.0088,0.1374,163.91,163.209
21144,1785395100000,2026-07-30T07:05:00Z,2026-07-30T08:05:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.574,163.603,163.566,163.592,1096,BULLISH,0.037,0.018,0.4864864865,0.011,0.008,0.2972972973,0.2162162162,0.7027027027,0.0385,0.4675324675,0.961038961,-0.016,0.021,0.017,-0.4155844156,0.5454545455,0.4415584416,0.1355932203,0.135483871,0.0651340996,0.037,1,1,0,163.554,CONFIRMED_SWING_LOW,0.038,0.987,163.91,163.229,163.91,163.229,163.697,163.631,1785393900000,BULLISH,1,0.3399,0.0623,163.559,163.456,1785393000000,BULLISH,1,0.4102,0.0968,163.559,163.456,1785391200000,NEUTRAL,0,0.0088,0.1374,163.91,163.209
21145,1785395400000,2026-07-30T07:10:00Z,2026-07-30T08:10:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.591,163.614,163.585,163.602,1056,BULLISH,0.029,0.011,0.3793103448,0.012,0.006,0.4137931034,0.2068965517,0.5862068966,0.0378,0.291005291,0.7671957672,-0.038,0.02,0.002,-1.0052910053,0.5291005291,0.0529100529,0.3958333333,0.1298701299,0.0081300813,0.018,0.6206896552,2,0,163.631,CONSOLIDATION_LOW,0.029,0.7668,163.91,163.229,163.91,163.229,163.697,163.631,1785393900000,BULLISH,1,0.3399,0.0623,163.559,163.456,1785393000000,BULLISH,1,0.4102,0.0968,163.559,163.456,1785391200000,NEUTRAL,0,0.0088,0.1374,163.91,163.209
21146,1785395700000,2026-07-30T07:15:00Z,2026-07-30T08:15:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.603,163.628,163.602,163.625,1268,BULLISH,0.026,0.022,0.8461538462,0.003,0.001,0.1153846154,0.0384615385,0.8846153846,0.037,0.5945945946,0.7027027027,0.052,0.039,0.006,1.4054054054,1.0540540541,0.1621621622,1,0.225433526,0.024,0.012,0.4615384615,3,0,163.631,CONSOLIDATION_LOW,0.006,0.1623,163.91,163.229,163.91,163.229,163.697,163.631,1785394800000,BULLISH,1,0.2983,0.0648,163.559,163.456,1785393000000,BULLISH,1,0.4102,0.0968,163.559,163.456,1785391200000,NEUTRAL,0,0.0088,0.1374,163.91,163.209
21147,1785396000000,2026-07-30T07:20:00Z,2026-07-30T08:20:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.626,163.643,163.602,163.607,1614,BEARISH,0.041,0.019,0.4634146341,0.017,0.005,0.4146341463,0.1219512195,0.1219512195,0.0373,0.509383378,1.0991957105,0.015,-0.001,0.013,0.4021447721,-0.0268096515,0.3485254692,0.2941176471,0.0059171598,0.0534979424,0.026,1,0,1,163.631,CONSOLIDATION_LOW,0.024,0.6441,163.91,163.229,163.91,163.229,163.697,163.631,1785394800000,BULLISH,1,0.2983,0.0648,163.559,163.456,1785393000000,BULLISH,1,0.4102,0.0968,163.559,163.456,1785391200000,NEUTRAL,0,0.0088,0.1374,163.91,163.209
21148,1785396300000,2026-07-30T07:25:00Z,2026-07-30T08:25:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.606,163.654,163.605,163.649,1655,BULLISH,0.049,0.043,0.8775510204,0.005,0.001,0.1020408163,0.0204081633,0.8979591837,0.0381,1.1286089239,1.2860892388,0.047,0.009,0.048,1.2335958005,0.2362204724,1.2598425197,0.5662650602,0.0502793296,0.1726618705,0.038,0.9268292683,1,0,163.653,CONFIRMED_SWING_HIGH,0.004,0.105,163.91,163.229,163.91,163.229,163.697,163.631,1785394800000,BULLISH,1,0.2983,0.0648,163.559,163.456,1785393000000,BULLISH,1,0.4102,0.0968,163.559,163.456,1785391200000,NEUTRAL,0,0.0088,0.1374,163.91,163.209
21149,1785396600000,2026-07-30T07:30:00Z,2026-07-30T08:30:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.648,163.699,163.647,163.692,1973,BULLISH,0.052,0.044,0.8461538462,0.007,0.001,0.1346153846,0.0192307692,0.8653846154,0.0391,1.1253196931,1.3299232737,0.067,0.119,0.107,1.7135549872,3.0434782609,2.73657289,0.6504854369,0.7677419355,0.3508196721,0.007,0.1428571429,2,0,163.697,CONSOLIDATION_HIGH,0.005,0.1279,163.91,163.229,163.91,163.229,163.697,163.631,1785395700000,BULLISH,1,0.351,0.0639,163.559,163.456,1785394800000,BULLISH,1,0.4093,0.0969,163.559,163.456,1785391200000,NEUTRAL,0,0.0088,0.1374,163.91,163.209
21150,1785396900000,2026-07-30T07:35:00Z,2026-07-30T08:35:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.691,163.703,163.667,163.671,1051,BEARISH,0.036,0.02,0.5555555556,0.012,0.004,0.3333333333,0.1111111111,0.1111111111,0.0389,0.5141388175,0.9254498715,0.064,0.079,0.1,1.6452442159,2.030848329,2.5706940874,0.6037735849,0.5031847134,0.3205128205,0.032,0.8888888889,0,1,163.653,CONFIRMED_SWING_HIGH,0.018,0.463,163.91,163.229,163.91,163.229,163.697,163.631,1785395700000,BULLISH,1,0.351,0.0639,163.559,163.456,1785394800000,BULLISH,1,0.4093,0.0969,163.559,163.456,1785391200000,NEUTRAL,0,0.0088,0.1374,163.91,163.209
21151,1785397200000,2026-07-30T07:40:00Z,2026-07-30T08:40:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.67,163.704,163.668,163.699,1171,BULLISH,0.036,0.029,0.8055555556,0.005,0.002,0.1388888889,0.0555555556,0.8611111111,0.0387,0.7493540052,0.9302325581,0.05,0.097,0.117,1.2919896641,2.5064599483,3.023255814,0.5434782609,0.5542857143,0.3556231003,0.035,0.9722222222,1,0,163.697,CONSOLIDATION_HIGH,0.002,0.0517,163.91,163.229,163.91,163.229,163.697,163.631,1785395700000,BULLISH,1,0.351,0.0639,163.559,163.456,1785394800000,BULLISH,1,0.4093,0.0969,163.559,163.456,1785391200000,NEUTRAL,0,0.0088,0.1374,163.91,163.209
21152,1785397500000,2026-07-30T07:45:00Z,2026-07-30T08:45:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.698,163.735,163.697,163.724,1215,BULLISH,0.038,0.026,0.6842105263,0.011,0.001,0.2894736842,0.0263157895,0.7105263158,0.0386,0.6735751295,0.9844559585,0.032,0.099,0.138,0.829015544,2.5647668394,3.5751295337,0.4324324324,0.5593220339,0.3942857143,0.007,0.1944444444,2,0,163.697,CONSOLIDATION_HIGH,0.027,0.6991,163.91,163.229,163.91,163.229,163.697,163.631,1785396600000,BULLISH,1,0.462,0.0634,163.559,163.456,1785394800000,BULLISH,1,0.4093,0.0969,163.559,163.456,1785391200000,NEUTRAL,0,0.0088,0.1374,163.91,163.209
21153,1785397800000,2026-07-30T07:50:00Z,2026-07-30T08:50:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.723,163.739,163.71,163.738,1179,BULLISH,0.029,0.015,0.5172413793,0.001,0.013,0.0344827586,0.4482758621,0.9655172414,0.0379,0.3957783641,0.765171504,0.067,0.131,0.13,1.7678100264,3.4564643799,3.4300791557,1,0.7572254335,0.3801169591,0.025,0.8620689655,3,0,163.697,CONSOLIDATION_HIGH,0.041,1.0808,163.91,163.229,163.91,163.229,163.697,163.631,1785396600000,BULLISH,1,0.462,0.0634,163.559,163.456,1785394800000,BULLISH,1,0.4093,0.0969,163.559,163.456,1785391200000,NEUTRAL,0,0.0088,0.1374,163.91,163.209
21154,1785398100000,2026-07-30T07:55:00Z,2026-07-30T08:55:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.737,163.743,163.721,163.73,857,BEARISH,0.022,0.007,0.3181818182,0.006,0.009,0.2727272727,0.4090909091,0.4090909091,0.0368,0.1902173913,0.597826087,0.031,0.081,0.09,0.8423913043,2.2010869565,2.4456521739,0.6595744681,0.5827338129,0.2830188679,0.018,0.8181818182,0,1,163.697,CONSOLIDATION_HIGH,0.033,0.8969,163.91,163.229,163.91,163.229,163.697,163.631,1785396600000,BULLISH,1,0.462,0.0634,163.559,163.456,1785394800000,BULLISH,1,0.4093,0.0969,163.559,163.456,1785391200000,NEUTRAL,0,0.0088,0.1374,163.91,163.209
21155,1785398400000,2026-07-30T08:00:00Z,2026-07-30T09:00:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.733,163.736,163.695,163.697,931,BEARISH,0.041,0.036,0.8780487805,0.003,0.002,0.0731707317,0.0487804878,0.0487804878,0.0371,0.9703504043,1.1051212938,-0.027,0.005,0.124,-0.7277628032,0.1347708895,3.3423180593,0.4909090909,0.0387596899,0.4366197183,0.015,0.6818181818,0,2,163.697,CONSOLIDATION_HIGH,0,0,163.91,163.229,163.91,163.229,163.697,163.631,1785397500000,BULLISH,1,0.4802,0.0621,163.559,163.456,1785396600000,BULLISH,1,0.4668,0.0968,163.559,163.456,1785394800000,NEUTRAL,0,0.0439,0.1409,163.91,163.209
21156,1785398700000,2026-07-30T08:05:00Z,2026-07-30T09:05:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.698,163.701,163.665,163.685,979,BEARISH,0.036,0.013,0.3611111111,0.003,0.02,0.0833333333,0.5555555556,0.5555555556,0.037,0.3513513514,0.972972973,-0.053,0.014,0.093,-1.4324324324,0.3783783784,2.5135135135,1,0.1166666667,0.3357400722,0.006,0.1666666667,0,3,163.697,CONSOLIDATION_HIGH,0.012,0.3242,163.91,163.229,163.91,163.229,163.697,163.631,1785397500000,BULLISH,1,0.4802,0.0621,163.559,163.456,1785396600000,BULLISH,1,0.4668,0.0968,163.559,163.456,1785394800000,NEUTRAL,0,0.0439,0.1409,163.91,163.209
21157,1785399000000,2026-07-30T08:10:00Z,2026-07-30T09:10:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.684,163.685,163.62,163.646,1492,BEARISH,0.065,0.038,0.5846153846,0.001,0.026,0.0153846154,0.4,0.4,0.039,0.9743589744,1.6666666667,-0.084,-0.053,0.044,-2.1538461538,-1.358974359,1.1282051282,1,0.4045801527,0.1437908497,0.02,0.5555555556,0,4,163.631,CONSOLIDATION_LOW,0.015,0.3845,163.91,163.229,163.91,163.229,163.697,163.631,1785397500000,BULLISH,1,0.4802,0.0621,163.559,163.456,1785396600000,BULLISH,1,0.4668,0.0968,163.559,163.456,1785394800000,NEUTRAL,0,0.0439,0.1409,163.91,163.209
21158,1785399300000,2026-07-30T08:15:00Z,2026-07-30T09:15:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.645,163.663,163.628,163.66,737,BULLISH,0.035,0.015,0.4285714286,0.003,0.017,0.0857142857,0.4857142857,0.9142857143,0.0387,0.3875968992,0.9043927649,-0.037,-0.064,0.035,-0.9560723514,-1.65374677,0.9043927649,0.5692307692,0.5333333333,0.1178451178,0.035,1,1,0,163.631,CONSOLIDATION_LOW,0.029,0.7488,163.91,163.229,163.91,163.229,163.697,163.631,1785398400000,BULLISH,1,0.2182,0.066,163.559,163.456,1785396600000,BULLISH,1,0.4668,0.0968,163.559,163.456,1785394800000,NEUTRAL,0,0.0439,0.1409,163.91,163.209
21159,1785399600000,2026-07-30T08:20:00Z,2026-07-30T09:20:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.659,163.665,163.618,163.641,1354,BEARISH,0.047,0.018,0.3829787234,0.006,0.023,0.1276595745,0.4893617021,0.4893617021,0.0393,0.4580152672,1.1959287532,-0.044,-0.097,0.034,-1.1195928753,-2.4681933842,0.8651399491,0.6111111111,0.776,0.1140939597,0.035,1,0,1,163.631,CONSOLIDATION_LOW,0.01,0.2543,163.91,163.229,163.91,163.229,163.697,163.631,1785398400000,BULLISH,1,0.2182,0.066,163.559,163.456,1785396600000,BULLISH,1,0.4668,0.0968,163.559,163.456,1785394800000,NEUTRAL,0,0.0439,0.1409,163.91,163.209
21160,1785399900000,2026-07-30T08:25:00Z,2026-07-30T09:25:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.642,163.652,163.604,163.615,1482,BEARISH,0.048,0.027,0.5625,0.01,0.011,0.2083333333,0.2291666667,0.2291666667,0.0399,0.6766917293,1.2030075188,-0.031,-0.115,-0.034,-0.7769423559,-2.8822055138,-0.8521303258,0.5254237288,0.8041958042,0.1205673759,0.034,0.7234042553,0,2,163.631,CONSOLIDATION_LOW,0.016,0.4006,163.91,163.229,163.91,163.229,163.697,163.631,1785398400000,BULLISH,1,0.2182,0.066,163.559,163.456,1785396600000,BULLISH,1,0.4668,0.0968,163.559,163.456,1785394800000,NEUTRAL,0,0.0439,0.1409,163.91,163.209
21161,1785400200000,2026-07-30T08:30:00Z,2026-07-30T09:30:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.616,163.628,163.599,163.626,1830,BULLISH,0.029,0.01,0.3448275862,0.002,0.017,0.0689655172,0.5862068966,0.9310344828,0.0392,0.2551020408,0.7397959184,-0.034,-0.071,-0.066,-0.8673469388,-1.8112244898,-1.6836734694,0.6071428571,0.5867768595,0.264,0.024,0.8275862069,1,0,163.631,CONSOLIDATION_LOW,0.005,0.1277,163.91,163.229,163.91,163.229,163.697,163.631,1785399300000,BULLISH,1,0.1734,0.0656,163.743,163.456,1785398400000,BULLISH,1,0.2141,0.0993,163.559,163.456,1785394800000,NEUTRAL,0,0.0439,0.1409,163.91,163.209
21162,1785400500000,2026-07-30T08:35:00Z,2026-07-30T09:35:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.625,163.654,163.622,163.654,1176,BULLISH,0.032,0.029,0.90625,0,0.003,0,0.09375,1,0.0386,0.7512953368,0.829015544,0.013,-0.031,-0.017,0.3367875648,-0.8031088083,-0.4404145078,0.2,0.2262773723,0.0661478599,0.006,0.2068965517,2,0,163.631,CONSOLIDATION_LOW,0.023,0.5951,163.91,163.229,163.91,163.229,163.697,163.631,1785399300000,BULLISH,1,0.1734,0.0656,163.743,163.456,1785398400000,BULLISH,1,0.2141,0.0993,163.559,163.456,1785394800000,NEUTRAL,0,0.0439,0.1409,163.91,163.209
21163,1785400800000,2026-07-30T08:40:00Z,2026-07-30T09:40:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.655,163.655,163.619,163.622,1085,BEARISH,0.036,0.033,0.9166666667,0,0.003,0,0.0833333333,0.0833333333,0.0385,0.8571428571,0.9350649351,0.007,-0.024,-0.077,0.1818181818,-0.6233766234,-2,0.0985915493,0.1846153846,0.2950191571,0.032,1,0,1,163.631,CONSOLIDATION_LOW,0.009,0.234,163.91,163.229,163.91,163.229,163.697,163.631,1785399300000,BULLISH,1,0.1734,0.0656,163.743,163.456,1785398400000,BULLISH,1,0.2141,0.0993,163.559,163.456,1785394800000,NEUTRAL,0,0.0439,0.1409,163.91,163.209
21164,1785401100000,2026-07-30T08:45:00Z,2026-07-30T09:45:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.623,163.638,163.606,163.634,857,BULLISH,0.032,0.011,0.34375,0.004,0.017,0.125,0.53125,0.875,0.038,0.2894736842,0.8421052632,0.008,-0.026,-0.09,0.2105263158,-0.6842105263,-2.3684210526,0.1111111111,0.203125,0.3629032258,0.019,0.59375,1,0,163.631,CONSOLIDATION_LOW,0.003,0.079,163.91,163.229,163.91,163.229,163.697,163.631,1785400200000,BULLISH,1,0.1896,0.0649,163.743,163.456,1785398400000,BULLISH,1,0.2141,0.0993,163.559,163.456,1785394800000,NEUTRAL,0,0.0439,0.1409,163.91,163.209
21165,1785401400000,2026-07-30T08:50:00Z,2026-07-30T09:50:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.633,163.662,163.631,163.652,1355,BULLISH,0.031,0.019,0.6129032258,0.01,0.002,0.3225806452,0.064516129,0.6774193548,0.0375,0.5066666667,0.8266666667,-0.002,0.011,-0.086,-0.0533333333,0.2933333333,-2.2933333333,0.0322580645,0.0866141732,0.3412698413,0.007,0.2258064516,2,0,163.631,CONSOLIDATION_LOW,0.021,0.56,163.91,163.229,163.91,163.229,163.697,163.631,1785400200000,BULLISH,1,0.1896,0.0649,163.743,163.456,1785398400000,BULLISH,1,0.2141,0.0993,163.559,163.456,1785394800000,NEUTRAL,0,0.0439,0.1409,163.91,163.209
21166,1785401700000,2026-07-30T08:55:00Z,2026-07-30T09:55:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.65,163.663,163.638,163.652,1218,BULLISH,0.025,0.002,0.08,0.011,0.012,0.44,0.48,0.56,0.0366,0.0546448087,0.6830601093,0.03,0.037,-0.078,0.8196721311,1.0109289617,-2.131147541,1,0.3663366337,0.3196721311,0.024,0.96,0,0,163.631,CONSOLIDATION_LOW,0.021,0.5737,163.91,163.229,163.91,163.229,163.697,163.631,1785400200000,BULLISH,1,0.1896,0.0649,163.743,163.456,1785398400000,BULLISH,1,0.2141,0.0993,163.559,163.456,1785394800000,NEUTRAL,0,0.0439,0.1409,163.91,163.209
21167,1785402000000,2026-07-30T09:00:00Z,2026-07-30T10:00:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.653,163.653,163.575,163.583,1144,BEARISH,0.078,0.07,0.8974358974,0,0.008,0,0.1025641026,0.1025641026,0.0396,1.7676767677,1.9696969697,-0.051,-0.043,-0.114,-1.2878787879,-1.0858585859,-2.8787878788,0.5862068966,0.2704402516,0.4071428571,0.015,0.6,0,1,163.599,CONFIRMED_SWING_LOW,0.016,0.4044,163.91,163.229,163.91,163.229,163.697,163.631,1785401100000,BULLISH,1,0.2525,0.0644,163.743,163.456,1785400200000,BULLISH,1,0.3446,0.0968,163.743,163.456,1785398400000,NEUTRAL,0,0.0798,0.1407,163.91,163.209
21168,1785402300000,2026-07-30T09:05:00Z,2026-07-30T10:05:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.586,163.598,163.484,163.502,1182,BEARISH,0.114,0.084,0.7368421053,0.012,0.018,0.1052631579,0.1578947368,0.1578947368,0.0449,1.8708240535,2.5389755011,-0.15,-0.152,-0.183,-3.3407572383,-3.3853006682,-4.0757238307,1,0.7169811321,0.5243553009,0.023,0.2948717949,0,2,163.599,CONFIRMED_SWING_LOW,0.097,2.1614,163.91,163.229,163.91,163.229,163.697,163.631,1785401100000,BULLISH,1,0.2525,0.0644,163.743,163.456,1785400200000,BULLISH,1,0.3446,0.0968,163.743,163.456,1785398400000,NEUTRAL,0,0.0798,0.1407,163.91,163.209
21169,1785402600000,2026-07-30T09:10:00Z,2026-07-30T10:10:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.503,163.544,163.482,163.532,2313,BULLISH,0.062,0.029,0.4677419355,0.012,0.021,0.1935483871,0.3387096774,0.8064516129,0.0461,0.6290672451,1.3449023861,-0.12,-0.09,-0.114,-2.6030368764,-1.9522776573,-2.4728850325,0.6666666667,0.4285714286,0.3352941176,0.06,0.9677419355,1,0,163.599,CONFIRMED_SWING_LOW,0.067,1.4533,163.91,163.229,163.91,163.229,163.697,163.631,1785401100000,BULLISH,1,0.2525,0.0644,163.743,163.456,1785400200000,BULLISH,1,0.3446,0.0968,163.743,163.456,1785398400000,NEUTRAL,0,0.0798,0.1407,163.91,163.209
21170,1785402900000,2026-07-30T09:15:00Z,2026-07-30T10:15:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.531,163.548,163.48,163.5,1208,BEARISH,0.068,0.031,0.4558823529,0.017,0.02,0.25,0.2941176471,0.2941176471,0.0477,0.6498951782,1.4255765199,-0.083,-0.134,-0.16,-1.7400419287,-2.8092243187,-3.3542976939,0.5804195804,0.5826086957,0.4469273743,0.062,1,0,1,163.599,CONFIRMED_SWING_LOW,0.099,2.077,163.91,163.229,163.91,163.229,163.697,163.631,1785402000000,BULLISH,1,0.0659,0.072,163.743,163.456,1785400200000,BULLISH,1,0.3446,0.0968,163.743,163.456,1785398400000,NEUTRAL,0,0.0798,0.1407,163.91,163.209
21171,1785403200000,2026-07-30T09:20:00Z,2026-07-30T10:20:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.501,163.503,163.456,163.486,1705,BEARISH,0.047,0.015,0.3191489362,0.002,0.03,0.0425531915,0.6382978723,0.6382978723,0.0476,0.3151260504,0.987394958,-0.016,-0.166,-0.155,-0.3361344538,-3.487394958,-3.256302521,0.2105263158,0.7345132743,0.4390934844,0.023,0.4893617021,0,2,163.599,CONFIRMED_SWING_LOW,0.113,2.3731,163.91,163.229,163.91,163.229,163.697,163.631,1785402000000,BULLISH,1,0.0659,0.072,163.743,163.456,1785400200000,BULLISH,1,0.3446,0.0968,163.743,163.456,1785398400000,NEUTRAL,0,0.0798,0.1407,163.91,163.209
21172,1785403500000,2026-07-30T09:25:00Z,2026-07-30T10:25:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.485,163.505,163.455,163.465,1283,BEARISH,0.05,0.02,0.4,0.02,0.01,0.4,0.2,0.2,0.0478,0.4184100418,1.0460251046,-0.067,-0.187,-0.15,-1.4016736402,-3.9121338912,-3.1380753138,1,0.7570850202,0.4310344828,0.047,1,0,3,163.599,CONFIRMED_SWING_LOW,0.134,2.804,163.91,163.229,163.91,163.229,163.697,163.631,1785402000000,BULLISH,1,0.0659,0.072,163.743,163.456,1785400200000,BULLISH,1,0.3446,0.0968,163.743,163.456,1785398400000,NEUTRAL,0,0.0798,0.1407,163.91,163.209
21173,1785403800000,2026-07-30T09:30:00Z,2026-07-30T10:30:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.464,163.493,163.435,163.446,1171,BEARISH,0.058,0.018,0.3103448276,0.029,0.011,0.5,0.1896551724,0.1896551724,0.0485,0.3711340206,1.1958762887,-0.054,-0.137,-0.18,-1.1134020619,-2.824742268,-3.7113402062,1,0.6954314721,0.5056179775,0.038,0.76,0,4,163.599,CONFIRMED_SWING_LOW,0.153,3.1535,163.91,163.229,163.91,163.229,163.697,163.631,1785402900000,BULLISH,1,0.0185,0.0735,163.743,163.456,1785402000000,BULLISH,1,0.0996,0.104,163.743,163.456,1785398400000,NEUTRAL,0,0.0798,0.1407,163.91,163.209
21174,1785404100000,2026-07-30T09:35:00Z,2026-07-30T10:35:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.445,163.446,163.378,163.419,1392,BEARISH,0.068,0.026,0.3823529412,0.001,0.041,0.0147058824,0.6029411765,0.6029411765,0.0499,0.5210420842,1.3627254509,-0.067,-0.083,-0.235,-1.3426853707,-1.6633266533,-4.7094188377,1,0.5804195804,0.661971831,0.011,0.1896551724,0,5,163.599,CONFIRMED_SWING_LOW,0.18,3.6066,163.91,163.229,163.91,163.229,163.697,163.631,1785402900000,BULLISH,1,0.0185,0.0735,163.743,163.456,1785402000000,BULLISH,1,0.0996,0.104,163.743,163.456,1785398400000,NEUTRAL,0,0.0798,0.1407,163.91,163.209
21175,1785404400000,2026-07-30T09:40:00Z,2026-07-30T10:40:00+01:00,true,USDJPY,5,LONDON_MID,LONDON_MID,163.42,163.427,163.387,163.399,1022,BEARISH,0.04,0.021,0.525,0.007,0.012,0.175,0.3,0.3,0.0492,0.4268292683,0.8130081301,-0.066,-0.133,-0.223,-1.3414634146,-2.7032520325,-4.5325203252,1,1,0.6501457726,0.04,1,0,6,163.229,PREVIOUS_DAY_LOW,0.17,3.4552,163.91,163.229,163.91,163.229,163.697,163.631,1785402900000,BULLISH,1,0.0185,0.0735,163.743,163.456,1785402000000,BULLISH,1,0.0996,0.104,163.743,163.456,1785398400000,NEUTRAL,0,0.0798,0.1407,163.91,163.209
